Brand,Category,Title,Text,Rating,Date,Source
Missguided,Fast Fashion,Nearly £7 to return 2 items and they…,"Nearly £7 to return 2 items and they can't even give you a label so had to find a printer as I was sent the address by email!!!  absolute joke, contact options are shocking, returns portal doesnt recognise your order. No issues accepting the sale though. Will never order from them again they need to stay in liquidation absolute s*** show",1,2025-10-01 16:40:30+00:00,Trustpilot
Finisterre,Ethical Fashion,Amazing customer service,"Bought a waterproof coat three years ago and recently the membrane had started to flake out of the hood. I contacted customer support just to make them aware of the issue, to hopefully help them making new waterproofs going forward. Instead they immediately replaced my jacket with a new one. Fantastic customer service! In addition, all their other products I have bought are top quality.",5,2025-10-01 15:18:25+00:00,Trustpilot
Finisterre,Ethical Fashion,Men's Nieuwland 2mm Yulex® Long Sleeve…,"Men's Nieuwland 2mm Yulex® Long Sleeve Top. Bought for cold water swimming - utterly superb. I use it in Hampstead ponds every day. At the moment we are about 13 or 14 degrees and the top makes all the difference. Couple of laps and you don't even feel the cold. Bare legs of course are trembling. Compared this to decathlon's tops, but the Yulex wins in quality - note especially the neck (decathlon's chafe) thickness 2mm I think will be fine all winter. Real quality and money well spent. I went to the Finisterre shop in Neals Street - amazing customer service very knowledgable. I'm 6 foot and took a large, because the tops ride up slightly as you swim, but not enough to allow water in.",5,2025-09-29 17:42:04+00:00,Trustpilot
Missguided,Fast Fashion,"Cheap, tacky, clothing","I use to love misguided and then a new owner took over it. Off course had to be the same one as shein. Misguided has gone right down hill. Crap and cheap material like shein. Wrong sizes and smaller than original sizes would have been or make you look extra swamped instead - since the new owner took over misguided needs to just give in. You’re cheap, tacky and distorted. I use to love shopping with misguided and now I’ll never buy from the brand again. Oh and also if you buy from shein you get free returns but if you buy from the site you have to pay to send items back and before a return you have to contact them specifically for them to give you an address. The company is whack and unprofessional and I’m surprised it’s still in business considering the amount of reviews to their brand. Not worth the money anymore. Just cheap, tacky, fast fashion. I wish the previous owner hadn’t of gone bust they was great for their customers. Trust me don’t buy from here it’s not worth it.",1,2025-09-28 15:26:50+00:00,Trustpilot
Missguided,Fast Fashion,I wouldn’t even give this 1 star…,I wouldn’t even give this 1 star their customer service is shocking! My items were sent back on the 12th July and i still have not been refunded. Numerous emails and proof of return sent multiple times but no one ever gets back to you it’s just basically a generic email that says they will be in touch. I will never use this site again and will now go through my bank to hopefully claw the money back that they owe me.,1,2025-09-28 09:48:39+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Absolutely love Lucy and Yak dungarees.,Absolutely love Lucy and Yak dungarees. So comfy to wear and I always get compliments.,5,2025-09-26 15:07:11+00:00,Trustpilot
Finisterre,Ethical Fashion,Great Support,"The support agents were quick to respond, extremely courteous and very helpful.",5,2025-09-25 16:14:11+00:00,Trustpilot
Finisterre,Ethical Fashion,Friendly and great customer service.,Friendly and great customer service.,5,2025-09-25 15:20:48+00:00,Trustpilot
Finisterre,Ethical Fashion,Great customer support,"Fantastic customer service - I had a problem with one of my purchases and was really impressed by the response, options offered and efficiency of service.",5,2025-09-25 14:41:15+00:00,Trustpilot
Finisterre,Ethical Fashion,Brilliant,"I received quick, helpful service from the Finisterre team and am really happy with the jacket I bought. Brilliant – thank you!",5,2025-09-25 14:14:40+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,London,"I bought my dungarees at the sale in London this year. I went with my daughter who is a total convert. Now, at the age of 72, I  have had breast cancer for the second time in 22 years. Post mastectomy and reconstruction, as I am healing, I  have found the  dungarees to be a blessing. They are both comfortable and easy to remove and put on. Go Lucy and Yak. I have a soap box...... Over 70s don't  neglect mamagrams! One third of people who get diagnosed with breast cancer are over 70. Nag friends and relatives. Being a woman is not easy, but we are not HELPLESS. Madelaine",5,2025-09-24 14:30:58+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,I have shopped with Lucy and yak for a…,I have shopped with Lucy and yak for a couple of years or so now. In store and online. Always had a great experience. Most recently I had an issue with a pair of jeans that have developed a tear after a few wears. I emailed customer service with an image and the whole situation was dealt within a couple of emails. Fantastic customer service and care as always 🫶,5,2025-09-23 21:39:27+00:00,Trustpilot
Finisterre,Ethical Fashion,Just amazing customer service!,"When a recent delivery was stolen outside my house, Finisterre immediately sent me another item. I've been a huge fan of Finisterre for years, but now I'm even more impressed by them as a company. Just fantastic customer service!",5,2025-09-23 19:21:58+00:00,Trustpilot
Missguided,Fast Fashion,Do not use this company!,"Missguided is now Shein.  The clothes are really bad quality, mis-sized, take so long to arrive and returns are shocking!  I sent my items back 2 weeks ago, followed up today regarding my refund and they asked from proof of return. I've sent it and now have to wait on them confirming they've received it. Which they did, 2 days after I sent it, as I've checked the proof of delivery! Avoid!",1,2025-09-23 10:07:36+00:00,Trustpilot
Missguided,Fast Fashion,Horrendous!!!,Horrendous since it’s been taken over by SHEIN. Terrible quality items. You have to pay tracking to return and they still haven’t given me my refund which was promised a few months ago. I have now taken this up with my bank to get my money back. Absolute scam!,1,2025-09-22 22:23:05+00:00,Trustpilot
Missguided,Fast Fashion,Terrible experience,"Terrible experience. The item I bought was a play suit which was actually from SHEIN and not miss guided which wasn’t clear when I purchased. It arrived faulty, sent back at my own cost and they wouldn’t refunded the original delivery cost even though the 2015 consumer rights say that you should not pay delivery costs for faulty item. Still waiting for a refund even after many many emails. Will never purchase poor quality items online from here again",1,2025-09-21 09:06:10+00:00,Trustpilot
Missguided,Fast Fashion,No refund!!!!,As people have said items are now from SHEIN so you’re paying extra through misguided when you can find the same items on the SHEIN website! I had to pay for the return and used Evri so I had tracking evidence that the item had been delivered to the return address but I’ve never received my refund of £34. I paid through PayPal but they closed my dispute and didn’t do anything! DO NOT order from this site,1,2025-09-20 11:44:32+00:00,Trustpilot
